regulation_id,name,issuing_body,document_type,effective_date,last_revised,is_enforceable,source_file
MAS-626,MAS Notice 626 - Prevention of Money Laundering and Countering the Financing of Terrorism - Banks,Monetary Authority of Singapore,notice,2024-04-01,2025-06-30,True,MAS-Notice-626.pdf
